"ID","Name","Region","Unit","YEAR","MONTH","START","END","TMINavg_F","TMINmin_F","TMINmax_F","TMINnull_pcnt","SNWDavg_in","SNWDmin_in","SNWDmax_in","SNWDnull_pcnt"
"USS0049M22S","Anchorage Hillside",1,1,"1980","01","1980-01-01","1980-02-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","02","1980-02-01","1980-03-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","03","1980-03-01","1980-04-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","04","1980-04-01","1980-05-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","05","1980-05-01","1980-06-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","06","1980-06-01","1980-07-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","07","1980-07-01","1980-08-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","08","1980-08-01","1980-09-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","09","1980-09-01","1980-10-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","10","1980-10-01","1980-11-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","11","1980-11-01","1980-12-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1980","12","1980-12-01","1981-01-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","01","1981-01-01","1981-02-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","02","1981-02-01","1981-03-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","03","1981-03-01","1981-04-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","04","1981-04-01","1981-05-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","05","1981-05-01","1981-06-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","06","1981-06-01","1981-07-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","07","1981-07-01","1981-08-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","08","1981-08-01","1981-09-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","09","1981-09-01","1981-10-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","10","1981-10-01","1981-11-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","11","1981-11-01","1981-12-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1981","12","1981-12-01","1982-01-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","01","1982-01-01","1982-02-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","02","1982-02-01","1982-03-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","03","1982-03-01","1982-04-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","04","1982-04-01","1982-05-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","05","1982-05-01","1982-06-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","06","1982-06-01","1982-07-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","07","1982-07-01","1982-08-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","08","1982-08-01","1982-09-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","09","1982-09-01","1982-10-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","10","1982-10-01","1982-11-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","11","1982-11-01","1982-12-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1982","12","1982-12-01","1983-01-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","01","1983-01-01","1983-02-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","02","1983-02-01","1983-03-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","03","1983-03-01","1983-04-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","04","1983-04-01","1983-05-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","05","1983-05-01","1983-06-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","06","1983-06-01","1983-07-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","07","1983-07-01","1983-08-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","08","1983-08-01","1983-09-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","09","1983-09-01","1983-10-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","10","1983-10-01","1983-11-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","11","1983-11-01","1983-12-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1983","12","1983-12-01","1984-01-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","01","1984-01-01","1984-02-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","02","1984-02-01","1984-03-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","03","1984-03-01","1984-04-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","04","1984-04-01","1984-05-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","05","1984-05-01","1984-06-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","06","1984-06-01","1984-07-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","07","1984-07-01","1984-08-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","08","1984-08-01","1984-09-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","09","1984-09-01","1984-10-01",NA,NA,NA,100,NA,NA,NA,100
"USS0049M22S","Anchorage Hillside",1,1,"1984","10","1984-10-01","1984-11-01",NA,NA,NA,100,NA,NA,NA,100
